number_of_Loans,customerid,accumlated_loan_given,accumlated_timediff,first-repay,time-to-payoff,accumulated_money_won
3,8a858fc55b2548dd015b2fd12423240e,40000.0,10830000000000,-79468000000000,7855840000000000,10000.0
4,8a858fc55b2fde30015b30c9256b43fd,50000.0,14432000000000,-2151082000000000,8446618000000000,13500.0
4,8a858fc55b2fde30015b32b1b8a7763c,50000.0,14430000000000,-4087540000000000,6393299000000000,13500.0
3,8a858fc55b672960015b672de67d0409,30000.0,10818000000000,-2500586000000000,5419039000000000,9000.0
2,8a858fc55bf27347015bf2a538491b80,20000.0,7217000000000,1874546000000000,5653733000000000,4500.0
1,8a858fc55d5b019b015d5b1a5eb20dec,10000.0,3708000000000,-1038682000000000,207194000000000,1500.0
1,8a858fc65c7e0e55015c7e18140c0551,10000.0,3670000000000,-893805000000000,629305000000000,1500.0
1,8a858fc65c7e0e55015c7e2d1b3e10f1,10000.0,3668000000000,-98025000000000,2603596000000000,3000.0
1,8a858fc65c7e0e55015c7f71c0ec64e0,10000.0,3615000000000,-638231000000000,1874144000000000,3000.0
1,8a858fc65cf978f4015cf97cee3a02ce,10000.0,3669000000000,-149912000000000,1172553000000000,1500.0
1,8a858fc65cf978f4015cf98b8cc20d68,10000.0,3668000000000,-1035291000000000,213297000000000,1500.0
3,8a858fc75b90e6b5015b9acbaac827a2,30000.0,10828000000000,-802734000000000,4559440000000000,6000.0
2,8a858fc75b90e6b5015b9b821b06328c,20000.0,7222000000000,76012000000000,4108220000000000,4500.0
1,8a858fc75cd62882015cdaf2f4311b3f,10000.0,3667000000000,-314199000000000,1003887000000000,1500.0
1,8a858fc75cd62882015cdb61263928d6,10000.0,3609000000000,-56358000000000,1221153000000000,1500.0
1,8a858fc75cd62882015cdf944e017b50,10000.0,3669000000000,-51475000000000,1164652000000000,1500.0
1,8a858fc75cd62882015ce320d4b64f4d,10000.0,3670000000000,-1852262000000000,800919000000000,3000.0
1,8a858fc75cd62882015ce3990b726a9b,10000.0,3620000000000,-915436000000000,452862000000000,1500.0
1,8a858fc75cd62882015ce3af160470f5,10000.0,3669000000000,-221308000000000,2345328000000000,3000.0
1,8a858fc75cd62882015ce8c205ed5e94,10000.0,3670000000000,-107873000000000,1152344000000000,1500.0
1,8a858fc75cd62882015ce9fe176d7837,10000.0,3667000000000,48167000000000,2566811000000000,3000.0
1,8a858fc75cd62882015cea7d48862701,10000.0,3669000000000,-35102000000000,1366646000000000,1500.0
2,8a858fc75cd62882015ceb58d8344b47,20000.0,7274000000000,-2756914000000000,1191721000000000,4500.0
10,8a858fc9580b91da0158126363fb3f16,185000.0,39832000000000,-3429923000000000,13425330000000000,21950.0
9,8a858fc9580b91da0158173d53626619,160000.0,34726000000000,-3176561000000000,20380673000000000,32400.0
8,8a858fc9580b91da01581bca02085f52,130000.0,28886000000000,-2330987000000000,11970196000000000,20250.0
1,8a858fc959bc56c80159c034e75a05be,10000.0,3668000000000,-823333000000000,437204000000000,1500.0
1,8a858fc959bc56c80159caf763b468fb,10000.0,3614000000000,241752000000000,2796399000000000,3000.0
9,8a858fc959cbd1500159cd3bbcf57a04,120000.0,32472000000000,-4593371000000000,10660114000000000,17950.0
8,8a858fc959cbd1500159cf7081f02d60,105000.0,28863000000000,-672460000000000,13455961000000000,19850.0
1,8a858fc95ce99dd6015ced741b3773dd,10000.0,3669000000000,-1250506000000000,20516000000000,1500.0
1,8a858fc95ce99dd6015cee5236477069,10000.0,3669000000000,-1416012000000000,1135956000000000,3000.0
1,8a858fca5c35df2c015c3841f389641e,10000.0,3668000000000,295846000000000,2013891000000000,1500.0
2,8a858fca5c35df2c015c38d68d546e8e,20000.0,7274000000000,-245994000000000,3611224000000000,4500.0
1,8a858fca5c35df2c015c39f8efd26149,10000.0,3668000000000,590133000000000,3144351000000000,3000.0
1,8a858fca5c830943015c835e839e33a5,10000.0,3608000000000,-1246813000000000,5846000000000,1500.0
2,8a858fca5c830943015c8374df2b4096,20000.0,7275000000000,-224502000000000,3654287000000000,4500.0
2,8a858fca5c830943015c83ea03b96004,20000.0,7275000000000,-737117000000000,1714224000000000,3000.0
1,8a858fca5c830943015c86ee73095c82,10000.0,3668000000000,240084000000000,2972911000000000,3000.0
5,8a858fcb5b00cc54015b0c32ba401c99,60000.0,18043000000000,-1370130000000000,7650366000000000,11300.0
6,8a858fcb5bab1fda015bae1de6d35266,90000.0,22632000000000,-2694047000000000,5277626000000000,11250.0
5,8a858fcb5bab1fda015baebcd3791586,70000.0,19161000000000,-1304807000000000,7817669000000000,13500.0
2,8a858fcb5bab1fda015baf266f6645c9,20000.0,8629000000000,-618276000000000,4895650000000000,6000.0
1,8a858fcb5ca240f7015ca582b0fa2539,10000.0,3668000000000,-562635000000000,706203000000000,1500.0
1,8a858fcb5ca240f7015ca5f067555ecb,10000.0,3669000000000,-35474000000000,1220261000000000,1500.0
1,8a858fcb5ca240f7015ca5f72d8c6357,10000.0,3668000000000,-728473000000000,1826914000000000,3000.0
1,8a858fcb5ca240f7015ca64a71fa1951,10000.0,3668000000000,-2096668000000000,694922000000000,3000.0
1,8a858fcb5ca240f7015ca6656e972612,10000.0,3668000000000,-195335000000000,2613605000000000,3000.0
2,8a858fcb5ca240f7015ca66d5be72ba4,20000.0,7336000000000,-843793000000000,1644200000000000,3000.0
1,8a858fcb5d0ed176015d0ed6ebae01b8,10000.0,3615000000000,-574997000000000,2025403000000000,3000.0
1,8a858fcb5d605acc015d6081f2731909,10000.0,3616000000000,-2092557000000000,462179000000000,3000.0
1,8a858fcc5cf4a563015cf4d7285a1700,10000.0,3668000000000,18724000000000,1265017000000000,1500.0
1,8a858fcc5cf4a563015cf83ebae84fe3,10000.0,3670000000000,-265389000000000,2379286000000000,3000.0
1,8a858fcc5d0cbc32015d0cbda2d1011a,10000.0,3612000000000,-197480000000000,1401400000000000,1500.0
1,8a858fcc5d0cbc32015d0cf881f22aac,10000.0,3670000000000,-2164379000000000,452865000000000,3000.0
1,8a858fcd56b9f22c0156bc268ef56102,10000.0,3609000000000,-636593000000000,1888326000000000,3000.0
3,8a858fcd56b9f22c0156c18d8e2d280f,40000.0,10828000000000,-354004000000000,7915906000000000,9800.0
14,8a858fcd56b9f22c0156c2f2074c3bed,390000.0,50539000000000,-4123495000000000,27201872000000000,48500.0
12,8a858fcd56b9f22c0156c2fc17763dcc,350000.0,43341000000000,-9321313000000000,25158510000000000,57800.0
11,8a858fcd56b9f22c0156c5b280650d11,260000.0,39771000000000,-1765956000000000,26994755000000000,40900.0
6,8a858fcd56b9f22c0156c804c62f4d5d,85000.0,21719000000000,-2425044000000000,13214932000000000,19675.0
9,8a858fcd56b9f22c0156d01a97452dcb,180000.0,32498000000000,-4325934000000000,21853536000000000,33650.0
1,8a858fcd56b9f22c0156d5a3112d0270,10000.0,3608000000000,-41494000000000,1209623000000000,1500.0
4,8a858fcd56b9f22c0156d8afaef02fd8,40000.0,14444000000000,5835702000000000,16216516000000000,12000.0
4,8a858fcd56b9f22c0156db6aff8428f7,40000.0,14432000000000,38553000000000,10419481000000000,11250.0
1,8a858fcd5bd42c30015bd4c4a81b4025,10000.0,3668000000000,-6131000000000,1344480000000000,1500.0
1,8a858fce5bab3591015bab6202051912,10000.0,3616000000000,-408538000000000,2148902000000000,3000.0
2,8a858fce5bab3591015baf92d0026db8,20000.0,7274000000000,-1265366000000000,4127975000000000,5500.0
3,8a858fce5bed2476015bed31fd290906,30000.0,10826000000000,-508071000000000,5946737000000000,7500.0
2,8a858fce5bf8129c015bf8c5b6694438,20000.0,7223000000000,-1130824000000000,4065639000000000,6000.0
1,8a858fce5c360eb7015c37011f014b1d,10000.0,3667000000000,-210758000000000,1028606000000000,1500.0
2,8a858fcf558237b40155865605853ffb,20000.0,24877000000000,2038610000000000,6122548000000000,4500.0
9,8a858fcf558237b401558b07734101d6,226000.0,32494000000000,-5224665000000000,19751705000000000,37500.0
3,8a858fcf5591c5cf015593299cf75a49,30000.0,10897000000000,1805480000000000,9619620000000000,9000.0
5,8a858fcf5591c5cf015596c7018348b8,50000.0,18157000000000,-1599480000000000,11326851000000000,15000.0
1,8a858fcf5591c5cf015597c298cb15d9,10000.0,3668000000000,-1845829000000000,709523000000000,3000.0
5,8a858fcf5591c5cf0155a14b0343250a,50000.0,18038000000000,7221704000000000,16458927000000000,10500.0
7,8a858fcf5a192144015a1d262059287d,100000.0,25261000000000,-2288318000000000,13367946000000000,20700.0
3,8a858fcf5b39c3ba015b39e3223b2290,30000.0,10827000000000,-1424649000000000,3596664000000000,6000.0
2,8a858fcf5b39c3ba015b39e4d0742417,20000.0,7275000000000,-1270203000000000,2685865000000000,4500.0
1,8a858fcf5b39c3ba015b3a78721d01c8,10000.0,3614000000000,-401853000000000,2115297000000000,3000.0
5,8a858fcf5b39c3ba015b3b269d573d36,60000.0,18037000000000,-192174000000000,7346816000000000,10125.0
2,8a858fcf5b39c3ba015b3baf14b64c62,20000.0,7219000000000,1996873000000000,7240946000000000,6000.0
3,8a858fcf5b39c3ba015b3c96e4a8646b,30000.0,10826000000000,-106544000000000,7752958000000000,9000.0
3,8a858fcf5b39c3ba015b3ce36bad10a2,30000.0,10830000000000,927709000000000,7402448000000000,7500.0
1,8a858fd05bfd7d3c015bfdcdd8e223da,10000.0,3668000000000,-20014000000000,1221496000000000,1500.0
1,8a858fd05bfd7d3c015bfdfa3fee2e3a,10000.0,3614000000000,-1167537000000000,1465144000000000,3000.0
2,8a858fd05bfd7d3c015c00f3ab130a8d,20000.0,7223000000000,-239625000000000,5029283000000000,6000.0
2,8a858fd05bfd7d3c015c01cafeeb3cc1,20000.0,7224000000000,998564000000000,6114774000000000,6000.0
2,8a858fd05bfd7d3c015c025a5aa05908,20000.0,7222000000000,396371000000000,4373470000000000,4500.0
2,8a858fd05bfd7d3c015c0ac084e604d3,20000.0,7229000000000,10466000000000,3837834000000000,4500.0
4,8a858fd05bfd7d3c015c0be492e56e29,60000.0,14491000000000,-765971000000000,4276921000000000,6000.0
1,8a858fd05bfd7d3c015c0c5d3e482a95,10000.0,3672000000000,-961240000000000,370184000000000,1500.0
3,8a858fd05bfd7d3c015c0c8b72ce4682,30000.0,10882000000000,-3731812000000000,2588604000000000,7500.0
2,8a858fd05bfd7d3c015c0cc8a1a86a92,20000.0,7275000000000,-58703000000000,5102495000000000,6000.0
2,8a858fd05bfd7d3c015c0d4d46cc16dc,20000.0,7273000000000,-1532461000000000,3797014000000000,6000.0
1,8a858fd05bfd7d3c015c0fdaffed5f55,10000.0,3674000000000,59939000000000,2629837000000000,3000.0
1,8a858fd05c7d6f76015c7d9f35f82450,10000.0,3669000000000,-110027000000000,2435991000000000,3000.0
1,8a858fd05cc58b2e015cc59e44600b9a,10000.0,3668000000000,-263085000000000,985124000000000,1500.0
8,8a858fd1572b90090157371452df3711,150000.0,50917000000000,-2376890000000000,13361267000000000,23350.0
6,8a858fd15b15df91015b16a9537a3cf4,90000.0,21706000000000,-3745216000000000,9103018000000000,19500.0
1,8a858fd25c5a5bc7015c5a8126b60e47,10000.0,3668000000000,-883305000000000,1832090000000000,3000.0
1,8a858fd25c5a5bc7015c5b63cb92393a,10000.0,3611000000000,582660000000000,3227105000000000,3000.0
2,8a858fd25c5a5bc7015c5d7b33f70f4b,20000.0,7220000000000,-100546000000000,2390058000000000,3000.0
3,8a858fd25c5a5bc7015c5dea03764080,30000.0,10826000000000,-114303000000000,3684955000000000,4500.0
9,8a858fd3552c756201552d26fb26068d,140000.0,32536000000000,-2891694000000000,20536126000000000,32300.0
5,8a858fd3552c756201553429f77a7bbd,50000.0,18058000000000,10201326000000000,23155800000000000,15000.0
10,8a858fd3552c756201553571d2fe62e3,280000.0,36104000000000,-2294536000000000,27880050000000000,57400.0
10,8a858fd3552c75620155394ed06d4f89,157000.0,36129000000000,-4276879000000000,14652513000000000,22275.0
10,8a858fd3552c756201553f187a62138c,230000.0,36098000000000,-573730000000000,24781057000000000,55700.0
4,8a858fd3552c75620155418b25e524a5,38000.0,14428000000000,5315707000000000,16325033000000000,11400.0
9,8a858fd3552c7562015544a1c5f8311e,145000.0,32558000000000,-6520151000000000,11974560000000000,23900.0
10,8a858fd3552c7562015544b88c3a31a3,290000.0,72180000000000,-2058122000000000,28968220000000000,48050.0
11,8a858fd3552c756201554516fae7359e,235000.0,39748000000000,2366733000000000,24453441000000000,33950.0
7,8a858fd3552c75620155484049c35a90,150000.0,25339000000000,-3235676000000000,15191454000000000,26250.0
18,8a858fd3552c75620155488cbd3f650d,610000.0,64967000000000,-12000684000000000,30815854000000000,78350.0
11,8a858fd3552c756201554b67d6fb4234,300000.0,45829000000000,-1811349000000000,21944016000000000,38350.0
6,8a858fd3552c756201554e18a1b77d48,60000.0,21648000000000,-2285249000000000,11766334000000000,16500.0
2,8a858fd3552c75620155525f87523b72,20000.0,7222000000000,353860000000000,4217414000000000,4500.0
8,8a858fd3552c75620155563fb5241458,135000.0,28880000000000,1977715000000000,19277675000000000,23187.5
12,8a858fd3552c7562015559cb371f4c8c,250000.0,43370000000000,-537125000000000,25627364000000000,40250.0
10,8a858fd3552c7562015562a28e7672a4,210000.0,36158000000000,-1482575000000000,26327590000000000,39150.0
7,8a858fd35b3ec939015b3ee758bd2cca,120000.0,25254000000000,-2834130000000000,7531065000000000,15750.0
3,8a858fd35b441894015b44ed16fb63b7,30000.0,10826000000000,-1316527000000000,6415553000000000,9000.0
2,8a858fd35b5dfefb015b5e006c1300fe,20000.0,7217000000000,6198000000000,5158254000000000,6000.0
4,8a858fd35b5dfefb015b5e080dc50892,50000.0,14432000000000,56971000000000,9196791000000000,12000.0
5,8a858fd35b5dfefb015b5e18a7ee15aa,70000.0,18036000000000,-3000986000000000,7293367000000000,15000.0
3,8a858fd35b5dfefb015b5e3c893626a2,30000.0,10843000000000,-747789000000000,4605567000000000,5500.0
6,8a858fd35b5dfefb015b5f002aa050a3,90000.0,21675000000000,-523723000000000,7095434000000000,11250.0
1,8a858fd35bed00ef015bed49a2552f67,10000.0,3668000000000,753557000000000,3569840000000000,3000.0
13,8a858fd458639fcc015864dcf2b55285,250000.0,46932000000000,-2373011000000000,19863155000000000,30550.0
9,8a858fd458639fcc0158680d96df6d18,140000.0,32535000000000,-1818793000000000,13365112000000000,21450.0
7,8a858fd458639fcc015868eb14b542ad,130000.0,25264000000000,-1751503000000000,16046058000000000,25600.0
9,8a858fd458639fcc01586c3e51e93ef7,165000.0,32601000000000,-1054662000000000,15566329000000000,23900.0
2,8a858fd4597cf42201597eded8940f3b,20000.0,7280000000000,-188481000000000,5091333000000000,6000.0
4,8a858fd45a4260bc015a42ac9e89278d,45000.0,14487000000000,-3128709000000000,7337195000000000,12375.0
4,8a858fd45a4260bc015a4613981d314c,40000.0,14488000000000,1682669000000000,10926107000000000,10500.0
4,8a858fd45a4260bc015a461db91a3615,40000.0,14492000000000,-1288700000000000,7882577000000000,10125.0
5,8a858fd45a4260bc015a4651a647586f,70000.0,18053000000000,-1463205000000000,11434954000000000,18000.0
1,8a858fd45a4260bc015a469e3c74060a,10000.0,3667000000000,1673537000000000,4398227000000000,3000.0
4,8a858fd55577e87601557bccd0322548,35000.0,14453000000000,-971714000000000,4502629000000000,5250.0
8,8a858fd55577e87601557eb6810f1310,175000.0,28877000000000,-514144000000000,21210629000000000,30875.0
8,8a858fd55577e87601558336f0793396,175000.0,28947000000000,982091000000000,21331418000000000,30750.0
3,8a858fd55b1aae2e015b1bc0d49773ae,30000.0,10828000000000,-31368000000000,7746848000000000,9000.0
4,8a858fd55b1de2f3015b1e15a76017f5,50000.0,14438000000000,-1235441000000000,9549591000000000,13500.0
4,8a858fd55b8752ba015b895180e74ffe,50000.0,14431000000000,-1870898000000000,7186665000000000,12000.0
1,8a858fd55c45ba15015c45dcf07c102a,10000.0,3667000000000,3545000000000,1409328000000000,1500.0
1,8a858fd55c45ba15015c468cb4463013,10000.0,3617000000000,-129314000000000,1307674000000000,1500.0
2,8a858fd55c45ba15015c46be3e0d33f3,20000.0,7227000000000,-1819220000000000,3522260000000000,6000.0
3,8a858fd55c45ba15015c4b43ba2327ed,30000.0,10833000000000,-713156000000000,3233936000000000,4500.0
2,8a858fd55c45ba15015c4f06ea176506,20000.0,7217000000000,-379853000000000,4749363000000000,6000.0
1,8a858fd55c45ba15015c53a888e50be7,10000.0,3613000000000,928498000000000,3528290000000000,3000.0
3,8a858fd55c45ba15015c547556ac771e,30000.0,10824000000000,-745917000000000,3165020000000000,4500.0
1,8a858fd55ccafbe9015ccb02689f0413,10000.0,3667000000000,364974000000000,1604408000000000,1500.0
2,8a858fd65b80c79a015b80f0ca4d18d8,20000.0,7217000000000,-64934000000000,5100132000000000,6000.0
3,8a858fd75ba49873015ba4e0e0881d32,30000.0,14220000000000,-305771000000000,7281446000000000,9000.0
5,8a858fd75bb62bbe015bbdabe1721000,80000.0,18040000000000,-66410000000000,6388768000000000,9750.0
3,8a858fd75bb62bbe015bc03ff81245f7,30000.0,10826000000000,1116976000000000,7705939000000000,7500.0
3,8a858fd75bb62bbe015bc4d0514c622f,30000.0,10833000000000,-1569231000000000,6027951000000000,8500.0
2,8a858fd75bb62bbe015bc52a13c36f6c,20000.0,7225000000000,312476000000000,5482702000000000,6000.0
1,8a858fd75bb62bbe015bc8ac68616fb2,10000.0,3629000000000,679591000000000,3233950000000000,3000.0
2,8a858fd75bc96a6f015bc9755c420457,20000.0,7218000000000,-1038414000000000,4078603000000000,6000.0
2,8a858fd75bc96a6f015bca93597064b2,20000.0,7213000000000,301282000000000,2880401000000000,3000.0
3,8a858fd75bc96a6f015bcbabca4a7b4d,30000.0,10828000000000,-543056000000000,3559467000000000,4500.0
2,8a858fd75bc96a6f015bcd5861d93185,20000.0,7877000000000,26395000000000,5313993000000000,6000.0
1,8a858fd75cac5e18015cac9407ee1e4a,10000.0,3668000000000,740432000000000,2235866000000000,1500.0
2,8a858fd75cac5e18015cb07b3ed40e81,20000.0,7275000000000,-2430342000000000,2836298000000000,6000.0
9,8a858fd855077357015508b44a816ded,140000.0,32551000000000,-3777081000000000,19433249000000000,32300.0
5,8a858fd85507735701550d603b101f21,50000.0,18054000000000,6715185000000000,19813949000000000,15000.0
18,8a858fd85507735701550d82f1b723ff,320000.0,113438000000000,-143598000000000,23565869000000000,30350.0
9,8a858fd85507735701551173e8c225b2,115000.0,32495000000000,-2083175000000000,19719768000000000,28175.0
5,8a858fd858d5076d0158d57c62eb1635,70000.0,18156000000000,-1567180000000000,7708393000000000,13500.0
1,8a858fd858d5076d0158d6ee63002351,10000.0,3604000000000,1628294000000000,4175385000000000,3000.0
3,8a858fd858e2f19a0158f507104665f2,30000.0,10830000000000,-1917729000000000,2004550000000000,4500.0
7,8a858fd858e2f19a0158f97e191916b7,105000.0,25271000000000,-413859000000000,16308750000000000,22150.0
6,8a858fd858e2f19a0158fed15f3a3806,60000.0,21708000000000,528056000000000,13798532000000000,15000.0
3,8a858fd85b66d5c1015b66f5ae28185f,30000.0,10833000000000,2110819000000000,6174587000000000,4500.0
3,8a858fd85b685607015b6c5a9fd11890,30000.0,10820000000000,-1054125000000000,5299297000000000,7500.0
4,8a858fd85b685607015b6ce657912f6d,50000.0,14433000000000,-2623552000000000,2637437000000000,6750.0
6,8a858fd85b685607015b6cede4f3309a,90000.0,21646000000000,-3649714000000000,8247675000000000,17250.0
4,8a858fd85b685607015b70cf46b509b2,50000.0,14428000000000,-2121627000000000,8218142000000000,13500.0
3,8a858fd85b685607015b75bab2977053,30000.0,10823000000000,63966000000000,7697422000000000,9000.0
3,8a858fd85b685607015b75c236d17101,30000.0,10823000000000,-61264000000000,6419902000000000,7500.0
4,8a858fd85b685607015b75c2390b7173,40000.0,14431000000000,-988679000000000,8053772000000000,10500.0
3,8a858fd85b685607015b75cbf15c73c2,30000.0,10827000000000,-1245882000000000,2555246000000000,4500.0
4,8a858fd85b685607015b783fe1212f10,60000.0,14436000000000,-2600534000000000,7649514000000000,15000.0
1,8a858fd85b685607015b7d3304aa2ff4,10000.0,3607000000000,-838439000000000,398369000000000,1500.0
4,8a858fd95b58cd70015b58e4ae861097,45000.0,14430000000000,47204000000000,6493652000000000,7687.5
2,8a858fd95c3b5bca015c3bd6c30d2102,20000.0,7274000000000,-2215292000000000,2831829000000000,6000.0
1,8a858fd95c3b5bca015c3fcc0b374c3e,10000.0,3614000000000,-108294000000000,1203520000000000,1500.0
1,8a858fd95c3b5bca015c405b7f697168,10000.0,3607000000000,-565599000000000,882301000000000,1500.0
1,8a858fd95c3b5bca015c40f1b1a005ec,10000.0,3668000000000,561253000000000,3431181000000000,3000.0
2,8a858fd95c3b5bca015c43d710a059bb,20000.0,7276000000000,865341000000000,3627304000000000,3000.0
2,8a858fd95c878bfe015c87b75e8f1fc3,20000.0,7276000000000,-1081110000000000,4362524000000000,6000.0
13,8a858fda56562f8f015658b4c484401f,380000.0,46984000000000,-3748388000000000,26275329000000000,49100.0
7,8a858fda56562f8f01565f8c6f936c46,130000.0,25321000000000,-504895000000000,17278352000000000,26400.0
10,8a858fda56562f8f015663f921ac0cee,260000.0,36117000000000,-2493303000000000,23606786000000000,46000.0
11,8a858fda56562f8f0156646c526f10f3,200000.0,39765000000000,11881000000000,28508495000000000,42200.0
2,8a858fda56562f8f01566548972d1c9c,20000.0,7222000000000,-843143000000000,3100759000000000,4500.0
6,8a858fda59db0b130159db44c2b93226,90000.0,21705000000000,-988347000000000,11989581000000000,18800.0
2,8a858fda5c3b0f1c015c3e044f36670b,20000.0,7276000000000,-220596000000000,5271857000000000,6000.0
1,8a858fda5c3b0f1c015c3f39f2644e74,10000.0,3669000000000,-304167000000000,2403155000000000,3000.0
3,8a858fda5c3b0f1c015c3f6b81446038,30000.0,10881000000000,-201152000000000,4136778000000000,4500.0
2,8a858fda5c3b0f1c015c403b1f5c301c,20000.0,7274000000000,-492303000000000,4848585000000000,6000.0
1,8a858fda5ca12263015ca1a06c7f3657,10000.0,3668000000000,-44171000000000,1193522000000000,1500.0
1,8a858fda5d37b00c015d398ba9244b9a,10000.0,3670000000000,-357361000000000,1140970000000000,1500.0
1,8a858fda5d37b00c015d3ba42a19619e,10000.0,3669000000000,-653668000000000,847556000000000,1500.0
3,8a858fdb5b8094e2015b80ac5cd70f9f,30000.0,11039000000000,-391525000000000,3700741000000000,4500.0
3,8a858fdb5b8094e2015b80b9c05a186f,30000.0,12885000000000,76270000000000,3856076000000000,4500.0
1,8a858fdb5d19348a015d195225d8074b,10000.0,3628000000000,-733953000000000,737158000000000,1500.0
1,8a858fdb5d19348a015d1cc7eb0e4d20,10000.0,3670000000000,-464760000000000,797332000000000,1500.0
6,8a858fdc57ab280a0157add33ef337c4,60000.0,21660000000000,661546000000000,16529905000000000,17900.0
7,8a858fdc57ab280a0157b277e9ff6d53,100000.0,25264000000000,-549446000000000,17738192000000000,22100.0
1,8a858fdc57b91cfc0157d2d576b01016,30000.0,3669000000000,56772000000000,3376759000000000,9000.0
2,8a858fdc5b583a67015b583f3b8a0552,20000.0,7219000000000,-565985000000000,2131815000000000,3000.0
3,8a858fdc5c113e77015c11865629237c,30000.0,10881000000000,90085000000000,3868877000000000,4500.0
2,8a858fdc5c118fd3015c11a211e108b7,20000.0,7273000000000,183265000000000,3975466000000000,4500.0
11,8a858fdd54d4dd160154dd94b0107719,245000.0,39761000000000,-3406752000000000,22453597000000000,41100.0
1,8a858fdd5d1844e1015d1858743b13c7,10000.0,3615000000000,-745762000000000,1960085000000000,3000.0
1,8a858fdd5d3268a5015d33a81747565a,10000.0,3608000000000,157121000000000,1413336000000000,1500.0
1,8a858fdd5d3268a5015d35c511010ad6,10000.0,3675000000000,-116506000000000,1233946000000000,1500.0
12,8a858fde5668e055015669d952634806,350000.0,43316000000000,-2363453000000000,28279135000000000,56100.0
12,8a858fde5668e05501566a1fdd2c6208,270000.0,50261000000000,768639000000000,27579001000000000,43800.0
7,8a858fde56eb02280156eb911f1e3872,110000.0,25259000000000,-1973995000000000,16395335000000000,27100.0
3,8a858fde56eb02280156f97f777e7683,30000.0,10945000000000,-1263883000000000,4004087000000000,6000.0
2,8a858fde56eb02280156fb85a2521990,20000.0,7217000000000,1727978000000000,6879980000000000,6000.0
9,8a858fde56eb02280156ff40116b2641,160000.0,32480000000000,-2504350000000000,19689807000000000,30950.0
6,8a858fde56eb02280156ff597b3933b2,60000.0,21677000000000,1864255000000000,17214207000000000,18000.0
4,8a858fde56eb02280157096b41371091,60000.0,14443000000000,-784884000000000,7072821000000000,12000.0
8,8a858fde570a23dc01570a4cf5e81905,130000.0,28950000000000,-1719330000000000,14901923000000000,24100.0
5,8a858fde5800dc86015801acc2c759e1,80000.0,18058000000000,-3265720000000000,10110436000000000,18800.0
10,8a858fde580afd48015818eda53830c8,130000.0,102887000000000,92751000000000,18483153000000000,23300.0
2,8a858fdf5bf85f71015bf90560683095,20000.0,7221000000000,-534606000000000,4639904000000000,6000.0
1,8a858fdf5bf85f71015bfc1f51f9690a,10000.0,3611000000000,2067539000000000,4707233000000000,3000.0
1,8a858fe05d421ff4015d4c5284f11359,10000.0,3670000000000,-209082000000000,1025399000000000,1500.0
1,8a858fe05d421ff4015d4c87d2a21ceb,10000.0,3669000000000,-2213554000000000,312453000000000,3000.0
4,8a858fe25ab3f041015ab40e4e7e1007,50000.0,14430000000000,-2023192000000000,8429350000000000,13500.0
3,8a858fe25ab3f041015ab51fc3c44cbd,30000.0,10820000000000,1347535000000000,7783503000000000,7500.0
3,8a858fe25b8c4e5c015b8c81bb7f1888,30000.0,10829000000000,625475000000000,6959488000000000,7500.0
5,8a858fe25b8c4e5c015b8ca60f8a23f6,70000.0,18038000000000,-3088399000000000,6327604000000000,13500.0
3,8a858fe25b8c4e5c015b8f61faf34239,35000.0,10821000000000,-28108000000000,5014853000000000,6375.0
3,8a858fe35b8ba108015b8ba23e8e0143,30000.0,10824000000000,-452827000000000,6046423000000000,7500.0
1,8a858fe45a760203015a79d74d461d88,10000.0,3669000000000,-505570000000000,2293327000000000,3000.0
5,8a858fe45a760203015a7f3dd68d6282,70000.0,18051000000000,-1108221000000000,12087319000000000,18000.0
3,8a858fe45a7f52b1015a818bd5ad73a0,30000.0,10821000000000,5038209000000000,8729740000000000,4500.0
7,8a858fe45a8360a7015a837d5be20d9b,85000.0,25253000000000,-5477494000000000,4806906000000000,11800.0
1,8a858fe45cd62cbf015cd63942a40385,10000.0,3607000000000,-14966000000000,1259120000000000,1500.0
1,8a858fe45cd62cbf015cd8b70993392b,10000.0,3668000000000,-648999000000000,1986642000000000,3000.0
1,8a858fe45cd62cbf015cd8d4b0473ee5,10000.0,3673000000000,-191995000000000,1165804000000000,1500.0
1,8a858fe45cd62cbf015cd9dffd3b70ac,10000.0,3607000000000,-144262000000000,1226663000000000,1500.0
1,8a858fe45cd62cbf015cda05b84a7a6e,10000.0,3668000000000,-646596000000000,2045856000000000,3000.0
1,8a858fe45cd62cbf015cdac3af2a17b6,10000.0,3668000000000,-979871000000000,1553288000000000,3000.0
1,8a858fe45cd62cbf015cdc3635aa3ff0,10000.0,3668000000000,-267879000000000,2276279000000000,3000.0
1,8a858fe45cd62cbf015cdfb7b59f05f4,10000.0,3668000000000,-1691234000000000,915942000000000,3000.0
1,8a858fe45cd62cbf015ce8a5a46a57a7,10000.0,3668000000000,-133182000000000,2429103000000000,3000.0
1,8a858fe45cd62cbf015ce8c27bea68ef,10000.0,3619000000000,54568000000000,1401823000000000,1500.0
1,8a858fe45cd62cbf015ce8f815230bc2,10000.0,3668000000000,-875706000000000,394220000000000,1500.0
1,8a858fe45cd62cbf015ce93a8a26355d,10000.0,3670000000000,-61147000000000,2490183000000000,3000.0
9,8a858fe55511cbce01551dc42a7b745c,220000.0,32549000000000,-6549216000000000,21702399000000000,48000.0
